Record ID,Record Type,Record Nature,Redirect,Name,Description,Classification System,Classification Code,Last Name,First Name,Name Suffix,Name Preferred,Attributes,Linked Data,Related Citations Count,Staff Notes,Record History,Created Date,Modified Date,Creator,Modifier
CBA363971834,Person,Active (RecordStatusExplanation ),,"Abrams, Lawrence",,Proper name,,Abrams,Lawrence,,,,,1,,"This record was changed as part of bulk change #5414. ""CBA Name"" was changed from ""Lawrence Abrams"" to ""Abrams, Lawrence"" by StephenPWeldon on 10/07/21 08:38:37 PM UTC.",2021-06-10 14:49:04.664648+00:00,2023-12-28 01:42:28.761373+00:00,Kraig Bartel (bart7924),Stephen Weldon (StephenPWeldon)
CBA000000212,Person,Active (RecordStatusExplanation ),,"Abrams, Marshall",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.112736+00:00,,  (IsisAdmin-SPW)
CBA000144038,Person,Active (RecordStatusExplanation ),,"Abrams, M. D.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.152398+00:00,,  (IsisAdmin-SPW)
CBA080717365,Person,Active (RecordStatusExplanation ),,"Abrams, Nels Martin ",,Weldon Classification System (2002-present),,Abrams,Nels Martin,,,,,1,,"This record was changed as part of bulk change #2938. ""CBA Name"" was changed from ""Nels Martin Abrams"" to ""Abrams, Nels Martin "" by admin on 10/09/19 02:57:03 AM UTC.",2019-09-10 16:29:33.462864+00:00,2023-12-28 00:38:06.415238+00:00,Paul Vieth (paulkelleyvieth),S. P. Weldon (admin)
CBA000000217,Person,Active (RecordStatusExplanation ),,"Abramson, Albert",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.192033+00:00,,  (IsisAdmin-SPW)
CBA000000218,Person,Active (RecordStatusExplanation ),,"Abramson, Charles I.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.238175+00:00,,  (IsisAdmin-SPW)
CBA000000219,Person,Active (RecordStatusExplanation ),,"Abramson, Darren",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.280016+00:00,,  (IsisAdmin-SPW)
CBA000000220,Person,Active (RecordStatusExplanation ),,"Abramson, Howard S.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.335261+00:00,,  (IsisAdmin-SPW)
CBA000000221,Person,Active (RecordStatusExplanation ),,"Abramson, Jeffrey B.",,Proper name,,,,,,,,3,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.376520+00:00,,  (IsisAdmin-SPW)
CBA000144039,Person,Active (RecordStatusExplanation ),,"Abrams, P.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.417979+00:00,,  (IsisAdmin-SPW)
CBA000000213,Person,Active (RecordStatusExplanation ),,"Abrams, Philip",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.456951+00:00,,  (IsisAdmin-SPW)
CBA693363008,Institution,Active (RecordStatusExplanation ),,Abrams Press,,Proper name,,,,,,,LinkedData_ID LED525909809 || Status Active || Type VIAF || URN http://viaf.org/viaf/122413950 || ResourceName VIAF || URL ,2,,,2023-10-10 14:24:41.537915+00:00,2024-01-28 06:52:44.567296+00:00,Bruce Seely (bseely),Rebecca Marcolina (rmarc)
CBA000000214,Person,Active (RecordStatusExplanation ),,"Abrams, Richard M.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.494028+00:00,,  (IsisAdmin-SPW)
CBA000000215,Person,Active (RecordStatusExplanation ),,"Abrams, Sarah E.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.551564+00:00,,  (IsisAdmin-SPW)
CBA000000216,Person,Active (RecordStatusExplanation ),,"Abrams, Susan L.",,Proper name,,,,,,,,4,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.590766+00:00,,  (IsisAdmin-SPW)
CBA000131506,Institution,Active (RecordStatusExplanation ),,"Abrams, Unesco",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.631446+00:00,,  (IsisAdmin-SPW)
CBA452920328,Concept,Active (RecordStatusExplanation ),,"Abranavel, Judah Leon",,Weldon Classification System (2002-present),,,,,,"AttributeID ATT378652522 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1460], [1530]] || AttributeFreeFormValue 1460-1530 || AttributeStart 1460 || AttributeEnd 1530 || AttributeDescription ",,1,,"This record was changed as part of bulk change #8094. ""CBA ClassSystem"" was changed from ""Weldon Classification System (2002-present)"" to ""Weldon Thesaurus Terms (2002-present)"" by IsisAdmin-SPW on 05/17/24 11:32:56 PM UTC.",2021-03-31 11:15:43.689243+00:00,2024-05-17 23:32:56.942916+00:00,Francesco Luzzini (fraluz77),  (IsisAdmin-SPW)
CBA000000222,Person,Active (RecordStatusExplanation ),,"Abrantes, Paulo C.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.771436+00:00,,  (IsisAdmin-SPW)
CBA000000223,Person,Active (RecordStatusExplanation ),,"Abrantes, Vera Lucia Cortes",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.813475+00:00,,  (IsisAdmin-SPW)
CBA000000224,Person,Active (RecordStatusExplanation ),,"Abrate, M.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.853446+00:00,,  (IsisAdmin-SPW)
CBA000000225,Person,Active (RecordStatusExplanation ),,"Abresch, Johannes",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.894998+00:00,,  (IsisAdmin-SPW)
CBA000000226,Person,Active (RecordStatusExplanation ),,"Abreu, Antonio Daniel",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.933532+00:00,,  (IsisAdmin-SPW)
CBA000000227,Person,Active (RecordStatusExplanation ),,"Abreu, Jean Luiz Neves",,Proper name,,,,,,,,3,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:21.972399+00:00,,  (IsisAdmin-SPW)
CBA000000228,Person,Active (RecordStatusExplanation ),,"Abreu, Laurinda",,Proper name,,,,,,,,12,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:22.014470+00:00,,  (IsisAdmin-SPW)
CBA000130035,Cross-reference,Active (RecordStatusExplanation ),,"Abrham Judaeus; Savasorda --> use Hiyya Ha-Nasi, Abraham bar",,,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:22.167396+00:00,,  (IsisAdmin-SPW)
CBA000131470,Institution,Active (RecordStatusExplanation ),,"A. Brieux, E. Poulle",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:22.405184+00:00,,  (IsisAdmin-SPW)
CBA000000229,Person,Active (RecordStatusExplanation ),,"Abril, Fred Gustavo Manrique",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:22.554346+00:00,,  (IsisAdmin-SPW)
CBA952347592,Person,Active (RecordStatusExplanation ),,"Abril Hernández, José María ",,Weldon Classification System (2002-present),,Hernández,José María Abril,,,,LinkedData_ID LED120582792 || Status Active || Type VIAF || URN http://viaf.org/viaf/87890942 || ResourceName VIAF || URL ,1,,"This record was changed as part of bulk change #2984. ""CBA Name"" was changed from ""José María Abril Hernández"" to ""Abril Hernández, José María "" by admin on 10/28/19 09:11:11 PM UTC.",2019-04-06 17:54:44.041398+00:00,2023-12-28 00:47:01.362734+00:00,Rachel Parke (rachelaparke),S. P. Weldon (admin)
CBA595909994,Person,Active (RecordStatusExplanation ),,"Abril, José M. ",,Weldon Classification System (2002-present),,Abril,José M.,,,,LinkedData_ID LED363731846 || Status Active || Type VIAF || URN http://viaf.org/viaf/107554432 || ResourceName VIAF || URL ,1,,"This record was changed as part of bulk change #2938. ""CBA Name"" was changed from ""José M. Abril"" to ""Abril, José M. "" by admin on 10/09/19 02:57:03 AM UTC.",2019-04-06 17:56:09.420727+00:00,2023-12-28 00:47:06.850500+00:00,Rachel Parke (rachelaparke),S. P. Weldon (admin)
CBA000000230,Person,Active (RecordStatusExplanation ),,"Abril, Ofelia",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:22.597401+00:00,,  (IsisAdmin-SPW)
CBA920676089,Person,Active (RecordStatusExplanation ),,Abril Saldaña-Tejeda,,Proper name,,Saldaña-Tejeda,Abril,,,,LinkedData_ID LED292038825 || Status Active || Type URL || URN https://www.researchgate.net/scientific-contributions/Abril-Saldana-Tejeda-2050105521 || ResourceName LoC || URL ,2,,,2023-03-29 23:40:19.692755+00:00,2023-12-28 00:59:52.276961+00:00,Bruce Seely (bseely),Bruce Seely (bseely)
CBA352776706,Serial Publication,Active (RecordStatusExplanation ),,Abriu,,Proper name,,,,,,,LinkedData_ID LED999660000 || Status Active || Type URL || URN https://revistes.ub.edu/index.php/Abriu || ResourceName URL || URL  // LinkedData_ID LED900100813 || Status Active || Type ISSN || URN 2014-8526 || ResourceName  || URL ,1,,,2023-01-18 12:57:07.827750+00:00,2023-12-27 19:43:46.319930+00:00,Tom Hoyt (TomHoyt),Tom Hoyt (TomHoyt)
CBA000000231,Person,Active (RecordStatusExplanation ),,"Abrol, Dinesh",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:22.638160+00:00,,  (IsisAdmin-SPW)
CBA000000232,Person,Active (RecordStatusExplanation ),,"Abromitis, Lois I.",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:22.680932+00:00,,  (IsisAdmin-SPW)
CBA000131508,Institution,Active (RecordStatusExplanation ),,ABRS,,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:22.720664+00:00,,  (IsisAdmin-SPW)
CBA000000234,Person,Active (RecordStatusExplanation ),,"Abrusci, Vito Michele",,Proper name,,,,,,,,4,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:22.860559+00:00,,  (IsisAdmin-SPW)
CBA000000233,Person,Active (RecordStatusExplanation ),,"Abrusci, V. Michele",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:22.900594+00:00,,  (IsisAdmin-SPW)
CBA000000235,Person,Active (RecordStatusExplanation ),,"Abry, J.-H.",,Proper name,,,,,,,,4,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:22.939431+00:00,,  (IsisAdmin-SPW)
CBA000000236,Person,Active (RecordStatusExplanation ),,"Abry, Josèphe-Henriette",,Proper name,,,,,,,,6,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:22.981092+00:00,,  (IsisAdmin-SPW)
CBA000000237,Person,Active (RecordStatusExplanation ),,"Abshire, Gary M.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:23.023463+00:00,,  (IsisAdmin-SPW)
CBA000000238,Person,Active (RecordStatusExplanation ),,"Absil, Daniel",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:23.064504+00:00,,  (IsisAdmin-SPW)
CBA000144040,Person,Active (RecordStatusExplanation ),,"Absolon, K. B.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:23.104363+00:00,,  (IsisAdmin-SPW)
CBA000121251,Serial Publication,Active (RecordStatusExplanation ),,ABS Surveyor,,Proper name,,,,,,,,1,"{Metadata}{Type=""Isis Bibliography Journal List""}{Journal ID=""3100""}{Journal Abbreviation=""ABS Surveyor""}{Alternative Titles=""""}{IsisCB Rank=""""}{Type of journal=""""}{Language=""""}{ISSN=""""}{URL=""""}{Pagination=""""}{Publisher=""""}{Date=2015.03.04}{User= ""Weldon""}{/Metadata}","Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:23.143044+00:00,,  (IsisAdmin-SPW)
CBA000117204,Concept,Active (RecordStatusExplanation ),,Abstraction,Term used during the period 2002-present,Weldon Thesaurus Terms (2002-present),,,,,,,,32,LC term.,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-10-07 03:51:27.845281+00:00,,Rebecca Marcolina (rmarc)
CBA000131509,Institution,Active (RecordStatusExplanation ),,Abteilung Architekturgeschichte,,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:23.582698+00:00,,  (IsisAdmin-SPW)
CBA000000239,Person,Active (RecordStatusExplanation ),,"Abt, Helmut A.",,Proper name,,,,,,,,4,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:23.726296+00:00,,  (IsisAdmin-SPW)
CBA000000240,Person,Active (RecordStatusExplanation ),,"Abt, Jeffery",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:23.767425+00:00,,  (IsisAdmin-SPW)
CBA000000241,Person,Active (RecordStatusExplanation ),,"Abt, Theodor",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:23.812936+00:00,,  (IsisAdmin-SPW)
CBA000000242,Person,Active (RecordStatusExplanation ),,Abu al-'Ala' Zuhr,,Proper name,,,,,,"AttributeID ATT000203105 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1060], [1131]] || AttributeFreeFormValue c. 1060-1131 || AttributeStart 1060 || AttributeEnd 1131 || AttributeDescription ",LinkedData_ID LED554028268 || Status Active || Type DNB || URN http://d-nb.info/gnd/119466252/about/html || ResourceName Deutsche Nationalbibliothek GND Authority file || URL ,4,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:23.859714+00:00,,  (IsisAdmin-SPW)
CBA000165049,Person,Active (RecordStatusExplanation ),,"Abu al-Barakāt al-Baghdādī, Hibat Allāh Alī b. Malkā",,Proper name,,,,,,"AttributeID ATT000227926 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1077], [1165]] || AttributeFreeFormValue ca. 1077-ca. 1165 || AttributeStart 1077 || AttributeEnd 1165 || AttributeDescription ",,2,"Removed dates from name. These need to be added to Attributes record. {Birth and Death dates: ca. 1077- ca. 1165}{Original name data: Abu al-Barakāt al-Baghdādī, Hibat Allāh Alī b. Malkā (ca. 1077- ca. 1165)}","Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",2016-09-09 12:58:12.046619+00:00,2024-07-22 21:00:23.902368+00:00,,  (IsisAdmin-SPW)
