Record ID,Record Type,Record Nature,Redirect,Name,Description,Classification System,Classification Code,Last Name,First Name,Name Suffix,Name Preferred,Attributes,Linked Data,Related Citations Count,Staff Notes,Record History,Created Date,Modified Date,Creator,Modifier
CBA000131496,Institution,Active (RecordStatusExplanation ),,Aberdeen Univ. Press,,Proper name,,,,,,,,9,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:12.338928+00:00,,  (IsisAdmin-SPW)
CBA000000143,Person,Active (RecordStatusExplanation ),,"Aberdein, Andrew",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:12.545724+00:00,,  (IsisAdmin-SPW)
CBA000000144,Person,Active (RecordStatusExplanation ),,"Åberg, Alf",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:12.696983+00:00,,  (IsisAdmin-SPW)
CBA870722068,Person,Active (RecordStatusExplanation Active by default.),,"Åberg, Anna",,Proper name,,Åberg,Anna,,"Åberg, Anna",,LinkedData_ID LED625513451 || Status Active || Type URL || URN https://www.chalmers.se/en/staff/Pages/anna-aberg.aspx || ResourceName Google || URL ,5,,"Created from Zotero accession 456, performed at 2017-04-03 15:43:04.570647+00:00 by MahdaviYounes. Subsequently ingested by MahdaviYounes.",,2023-12-28 03:00:32.662833+00:00,,Bruce Seely (bseely)
CBA331332925,Person,Active (RecordStatusExplanation ),,"Abergel, Chantal",,Proper name,,Abergel,Chantal,,,,LinkedData_ID LED942203972 || Status Active || Type VIAF || URN http://viaf.org/viaf/220158523 || ResourceName VIAF || URL ,1,,,2021-08-22 21:05:34.593031+00:00,2023-12-27 22:40:04.289667+00:00,Camille Testa (crtesta47),Camille Testa (crtesta47)
CBA000000145,Person,Active (RecordStatusExplanation ),,"Abergel, Elisabeth",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:12.768141+00:00,,  (IsisAdmin-SPW)
CBA163311257,Person,Active (RecordStatusExplanation ),,"Åberg, Ernst Georg",,Proper name,,Åberg,Ernst Georg,,,,LinkedData_ID LED892284197 || Status Active || Type VIAF || URN http://viaf.org/viaf/61529449 || ResourceName VIAF || URL  // LinkedData_ID LED482927182 || Status Active || Type Wikipedia || URN https://en.wikipedia.org/wiki/Ernst_%C3%85berg || ResourceName  || URL ,1,,,2022-04-03 17:55:27.916887+00:00,2023-12-28 02:51:39.671088+00:00,Camille Testa (crtesta47),Camille Testa (crtesta47)
CBA000000141,Person,Active (RecordStatusExplanation ),,"Aber, James S.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:12.793557+00:00,,  (IsisAdmin-SPW)
CBA000144020,Person,Active (RecordStatusExplanation ),,"Aber, J. S.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:12.819367+00:00,,  (IsisAdmin-SPW)
CBA503731869,Person,Active (RecordStatusExplanation ),,"Abernethy, Simon",,Proper name,,Abernethy,Simon,,,,LinkedData_ID LED940696399 || Status Active || Type URL || URN https://www.linkedin.com/in/simon-abernethy-aa5346115/?originalSubdomain=uk || ResourceName LinkedIn || URL ,4,,"This record was changed as part of bulk change #5414. ""CBA Name"" was changed from ""Simon Abernethy"" to ""Abernethy, Simon"" by StephenPWeldon on 10/07/21 08:38:37 PM UTC.",2020-12-24 21:21:02.306710+00:00,2023-12-28 01:28:15.430847+00:00,Bruce Seely (bseely),Bruce Seely (bseely)
CBA000000146,Person,Active (RecordStatusExplanation ),,"Abers, Ernest S.",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:12.844671+00:00,,  (IsisAdmin-SPW)
CBA000131497,Institution,Active (RecordStatusExplanation ),,Abertay Historical Society,,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:13.053161+00:00,,  (IsisAdmin-SPW)
CBA000000147,Person,Active (RecordStatusExplanation ),,"Aberth, John",,Proper name,,,,,,,,10,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:13.242593+00:00,,  (IsisAdmin-SPW)
CBA921491718,Institution,Active (RecordStatusExplanation ),,Aberystwyth University,,Proper name,,,,,,,LinkedData_ID LED078646174 || Status Active || Type VIAF || URN http://viaf.org/viaf/155739406 || ResourceName VIAF || URL ,1,,,2023-01-25 18:57:22.296281+00:00,2023-12-27 20:44:42.118367+00:00,Rebecca Marcolina (rmarc),Rebecca Marcolina (rmarc)
CBA000131498,Institution,Active (RecordStatusExplanation ),,ABETE,,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:13.277744+00:00,,  (IsisAdmin-SPW)
CBA000144021,Person,Active (RecordStatusExplanation ),,"Abetti, G.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:13.427387+00:00,,  (IsisAdmin-SPW)
CBA229688687,Person,Active (RecordStatusExplanation Active by default.),,"Abe, Yasuhito ",,Weldon Classification System (2002-present),,Abe,Yasuhito,,Yasuhito Abe,,,3,,"Created from Zotero accession 814, performed at 2017-10-21 23:55:46.209527+00:00 by gamerobscura. Subsequently ingested by gamerobscura.",,2023-12-28 00:56:25.420101+00:00,,
CBA000000148,Person,Active (RecordStatusExplanation ),,"Abeydeera, Ananda",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:13.464125+00:00,,  (IsisAdmin-SPW)
CBA000000101,Person,Active (RecordStatusExplanation ),,"Abe, Yoshio",,Proper name,,,,,,"AttributeID ATT000206093 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1888], [1945]] || AttributeFreeFormValue 1888-1945 || AttributeStart 1888 || AttributeEnd 1945 || AttributeDescription ",,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:13.517365+00:00,,  (IsisAdmin-SPW)
CBA000000149,Person,Active (RecordStatusExplanation ),,"Abeysinghe, Sudeepa",,Proper name,,,,,,,,3,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:13.544299+00:00,,  (IsisAdmin-SPW)
CBA000000102,Person,Active (RecordStatusExplanation ),,"Abe, Yuko",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:13.584847+00:00,,  (IsisAdmin-SPW)
CBA000000150,Person,Active (RecordStatusExplanation ),,"Abgrall, Philippe",,Proper name,,,,,,,,5,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:13.609649+00:00,,  (IsisAdmin-SPW)
CBA000165728,Person,Active (RecordStatusExplanation ),,"Abgral, Philippe",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",2016-09-09 12:58:20.049140+00:00,2024-07-22 21:00:13.636505+00:00,,  (IsisAdmin-SPW)
CBA000121246,Serial Publication,Active (RecordStatusExplanation ),,Abhandlungen des Staatlichen Museums für Mineralogie und Geologie zu Dresden,,Proper name,,,,,,,,2,"{Metadata}{Type=""Isis Bibliography Journal List""}{Journal ID=""2389""}{Journal Abbreviation=""""}{Alternative Titles=""""}{IsisCB Rank=""8 older journals; Neu list""}{Type of journal=""""}{Language=""""}{ISSN=""""}{URL=""""}{Pagination=""""}{Publisher=""""}{Date=2015.03.04}{User= ""Weldon""}{/Metadata}","Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:13.661853+00:00,,  (IsisAdmin-SPW)
CBA000121247,Serial Publication,Active (RecordStatusExplanation ),,Abhandlungen und Berichte des Deutschen Museums,,Proper name,,,,,,,,17,"{Metadata}{Type=""Isis Bibliography Journal List""}{Journal ID=""1539""}{Journal Abbreviation=""""}{Alternative Titles=""""}{IsisCB Rank=""8 older journals; Neu list""}{Type of journal=""""}{Language=""""}{ISSN=""""}{URL=""""}{Pagination=""""}{Publisher=""""}{Date=2015.03.04}{User= ""Weldon""}{/Metadata}","Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:13.787822+00:00,,  (IsisAdmin-SPW)
CBA000121248,Serial Publication,Active (RecordStatusExplanation ),,Abhandlungen und Berichte des Museums der Natur Gotha,,Proper name,,,,,,,,1,"{Metadata}{Type=""Isis Bibliography Journal List""}{Journal ID=""2387""}{Journal Abbreviation=""""}{Alternative Titles=""""}{IsisCB Rank=""8 older journals; Neu list""}{Type of journal=""""}{Language=""""}{ISSN=""""}{URL=""""}{Pagination=""""}{Publisher=""""}{Date=2015.03.04}{User= ""Weldon""}{/Metadata}","Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:13.914069+00:00,,  (IsisAdmin-SPW)
CBA000121249,Serial Publication,Active (RecordStatusExplanation ),,Abhandlungen und Berichte des Staatlichen Museums für Völkerkunde Dresden: Forschungsstelle,,Proper name,,,,,,,,9,"{Metadata}{Type=""Isis Bibliography Journal List""}{Journal ID=""2386""}{Journal Abbreviation=""""}{Alternative Titles=""""}{IsisCB Rank=""8 older journals; Neu list""}{Type of journal=""""}{Language=""""}{ISSN=""""}{URL=""""}{Pagination=""""}{Publisher=""""}{Date=2015.03.04}{User= ""Weldon""}{/Metadata}","Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:14.039719+00:00,,  (IsisAdmin-SPW)
CBA000121250,Serial Publication,Active (RecordStatusExplanation ),,Abhandlungen von Naturwissenschaftliche Verein zu Bremen,,Proper name,,,,,,,,2,"{Metadata}{Type=""Isis Bibliography Journal List""}{Journal ID=""2388""}{Journal Abbreviation=""""}{Alternative Titles=""""}{IsisCB Rank=""8 older journals; Neu list""}{Type of journal=""""}{Language=""""}{ISSN=""""}{URL=""""}{Pagination=""""}{Publisher=""""}{Date=2015.03.04}{User= ""Weldon""}{/Metadata}","Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:14.166634+00:00,,  (IsisAdmin-SPW)
CBA945575417,Person,Active (RecordStatusExplanation ),,Abhishek Roy,,Proper name,,Roy,Abhishek,,,,LinkedData_ID LED906163847 || Status Active || Type VIAF || URN http://viaf.org/viaf/304708794 || ResourceName VIAF || URL ,1,,,2020-12-09 14:10:25.673614+00:00,2023-12-28 01:11:22.350850+00:00,Bruce Seely (bseely),Bruce Seely (bseely)
